% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=676656, Thu Oct 16 01:45:45 2025, <python>{}</python>
1 2560 1.4835561466987202 1.0000333338888951 0.024065622495519263 2.4065622495519263e-02 3.279102405931245 9.656117245647728 3.534613347917661 1.5856124226489439 nan   
2 5120 1.692066607021181 1.2732784925519272 0.007019402655345274 7.0194026553452738e-03 3.1302002709080767 10.190371680855003 3.809772504786999 1.3785145693423888 nan   
3 7680 1.901770617620806 1.1538650249238032 0.007019402655345274 1.6926970555941247e-02 2.265771458268071 9.339296459211504 3.1503089421815758 0.9617777224028746 nan   
4 10240 2.065292092709126 1.3347895527327616 0.007019402655345274 1.1946673991349025e-02 1.7988918333590171 8.856762540821634 2.615409062548393 0.7900797035213125 nan   
5 12800 2.2057507498370055 1.5403354800009457 0.007019402655345274 9.9729494659661338e-03 1.4236804955010447 8.708042677602538 2.1336795401906237 0.6544121869437547 nan   
6 15360 2.255583207523206 1.870652206110913 0.007019402655345274 1.3226127103128938e-02 1.1949078378881957 8.63390798413712 1.7249731951869598 0.6066178203786454 nan   
7 17920 2.3127751937374796 1.952318890789321 0.007019402655345274 1.2329719788067042e-02 1.0825862069029675 8.171551523153948 1.5364508771841336 0.5699638090210777 nan   
8 20480 2.3582839378837916 2.008127189379003 0.007019402655345274 1.8335122727558092e-02 1.0165695577096892 8.409263453280735 1.260852996649193 0.5528379088415578 nan   
9 23040 2.3863220905696862 1.9153081504623075 0.006694961522752478 6.6949615227524777e-03 0.9769613156906245 6.5512139844195225 1.2149138270101028 0.5404693800713938 nan   
10 25600 2.465535863290323 2.150943228336753 0.006694961522752478 1.5432076549049769e-02 0.9414936388324795 6.975036957801811 1.0581260326589448 0.5413806418447973 nan   
11 28160 2.455272190506899 2.1677543915848165 0.006694961522752478 1.3943934617093957e-02 0.8574575072802648 6.191287524807886 0.963019015407236 0.5017968727122093 nan   
12 30720 2.587565544772621 2.206338296223822 0.006694961522752478 7.2702279364471531e-03 0.8526526241532755 6.295074742413805 0.9270425832479288 0.49759293122397463 nan   
13 33280 2.687670393924478 2.350599665527102 0.006694961522752478 1.3661461519335186e-02 0.8453715590834133 6.754935178706858 0.965220282549888 0.48833416726590484 nan   
14 35840 2.979089187344809 2.6396285803375634 0.006694961522752478 1.3177822209675923e-02 0.8519318217570018 6.755661846246605 0.9444814052180879 0.4970533961595797 nan   
15 38400 3.2659673420209363 2.9831750308208584 0.006694961522752478 7.5392174509932306e-03 0.7564896523165987 6.0468552740352335 0.8967301225140201 0.4410862093621372 nan   
16 40960 3.7090945356592626 3.255356375309948 0.006448790503820282 6.4487905038202818e-03 0.7184396222665693 5.226151791907318 0.7677795305368051 0.42055235507881994 nan   
17 43520 4.452399616957279 4.441516602971486 0.005103278104878955 5.1032781048789546e-03 0.5181357277923158 4.305401059256945 0.582419552963444 0.2564684078807892 nan   
18 46080 5.386156264442263 9.474658100926122 0.005103278104878955 5.2135780745452658e-03 0.2062609483172554 1.5756993053385222 0.24248022516116247 0.10638064966068733 nan   
19 48640 6.102197295363426 19.08774800606092 0.004417434258040516 4.4174342580405156e-03 0.0792004145357149 0.5801398448653863 0.0893743600899026 0.04214569145057159 nan   
20 51200 6.6331487539199845 25.407342274221183 0.004113461010615058 4.1134610106150580e-03 0.02856419170988587 0.17666688783775847 0.0286058194219113 0.01625907311461983 nan   
21 53760 6.8261438569760635 27.93362173852094 0.004036156301001145 4.0361563010011450e-03 0.010748429330026229 0.06398218355415065 0.008283423192379333 0.007426916094490341 nan   
22 56320 6.862282131674124 29.343796149103902 0.004001962060048331 4.0019620600483313e-03 0.005709887840338461 0.022339601656180295 0.0021438526486985696 0.004883970757968559 nan   
23 58880 6.753600293452883 29.808038775120473 0.004001962060048331 4.0025836219433689e-03 0.004418689898984759 0.007099022234961842 0.0005208940312243521 0.004211329062263123 nan   
24 61440 6.672363345959646 30.979165621851422 0.003999928808749097 3.9999288087490970e-03 0.004102451703537016 0.004829360761597845 0.00012615303602467407 0.004050059416372323 nan   
25 64000 6.495411944191245 28.924158904897872 0.0039995227891556195 3.9995227891556195e-03 0.004023075371081258 0.0042461177332070565 2.8645690868911444e-05 0.004011753092544989 nan   
26 66560 6.34887636887108 29.172264741639754 0.00399938800430861 3.9993880043086103e-03 0.00400499586025442 0.004043629073605971 7.005097440018759e-06 0.004002255252889743 nan   
27 69120 6.200456099240227 28.717763554010258 0.003999380385980472 3.9993803859804718e-03 0.004000744781373818 0.0040085245915207415 1.5941413524910714e-06 0.004000067268648972 nan   
28 71680 6.172931440048275 28.46235132334895 0.003999380385980472 3.9993808364750761e-03 0.003999685690146875 0.004002393760963511 3.8302900829626646e-07 0.003999535584099717 nan   
29 74240 6.148899639726353 27.47486066153018 0.003999377919141055 3.9993779191410551e-03 0.003999455474646042 0.003999966319080114 9.308680875338288e-08 0.003999418556295349 nan   
30 76800 6.058285896918521 27.05314406774208 0.003999377919141055 3.9993780791143961e-03 0.003999397881128632 0.003999554079585278 2.4429158849460786e-08 0.003999387795121596 nan   
31 79360 5.997946192982445 26.15559516585679 0.003999377897331947 3.9993778973319467e-03 0.003999382465089704 0.003999415423599238 5.657262500471938e-09 0.003999380239130204 nan   
32 81920 5.924367741371001 26.039463060991753 0.003999377897331947 3.9993779056386215e-03 0.003999379076673358 0.003999389026780265 1.495418470477683e-09 0.003999378510502656 nan   
