% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=676656, Thu Oct 16 01:45:45 2025, <python>{}</python>
1 2560 1.4835561466987202 1 0 0.1 0.08000000000000002 0.7000000000000001
2 5120 1.692066607021181 1 0 0.1 0.08000000000000002 0.7000000000000001
3 7680 1.901770617620806 1 0 0.1 0.08000000000000002 0.7000000000000001
4 10240 2.065292092709126 1 0 0.1 0.08000000000000002 0.7000000000000001
5 12800 2.2057507498370055 1 0 0.1 0.08000000000000002 0.7000000000000001
6 15360 2.255583207523206 1 0 0.1 0.08000000000000002 0.7000000000000001
7 17920 2.3127751937374796 1 0 0.1 0.08000000000000002 0.7000000000000001
8 20480 2.3582839378837916 1 0 0.1 0.08000000000000002 0.7000000000000001
9 23040 2.3863220905696862 1 0 0.1 0.08000000000000002 0.7000000000000001
10 25600 2.465535863290323 1 0 0.1 0.08000000000000002 0.7000000000000001
11 28160 2.455272190506899 1 0 0.1 0.08000000000000002 0.7000000000000001
12 30720 2.587565544772621 1 0 0.1 0.08000000000000002 0.7000000000000001
13 33280 2.687670393924478 1 0 0.1 0.08000000000000002 0.7000000000000001
14 35840 2.979089187344809 1 0 0.1 0.08000000000000002 0.7000000000000001
15 38400 3.2659673420209363 1 0 0.1 0.08000000000000002 0.7000000000000001
16 40960 3.7090945356592626 1 0 0.1 0.08000000000000002 0.7000000000000001
17 43520 4.452399616957279 1 0 0.1 0.08000000000000002 0.7000000000000001
18 46080 5.386156264442263 1 0 0.1 0.08000000000000002 0.7000000000000001
19 48640 6.102197295363426 1 0 0.1 0.08000000000000002 0.7000000000000001
20 51200 6.6331487539199845 1 0 0.1 0.08000000000000002 0.7000000000000001
21 53760 6.8261438569760635 1 0 0.1 0.08000000000000002 0.7000000000000001
22 56320 6.862282131674124 1 0 0.1 0.08000000000000002 0.7000000000000001
23 58880 6.753600293452883 1 0 0.1 0.08000000000000002 0.7000000000000001
24 61440 6.672363345959646 1 0 0.1 0.08000000000000002 0.7000000000000001
25 64000 6.495411944191245 1 0 0.1 0.08000000000000002 0.7000000000000001
26 66560 6.34887636887108 1 0 0.1 0.08000000000000002 0.7000000000000001
27 69120 6.200456099240227 1 0 0.1 0.08000000000000002 0.7000000000000001
28 71680 6.172931440048275 1 0 0.1 0.08000000000000002 0.7000000000000001
29 74240 6.148899639726353 1 0 0.1 0.08000000000000002 0.7000000000000001
30 76800 6.058285896918521 1 0 0.1 0.08000000000000002 0.7000000000000001
31 79360 5.997946192982445 1 0 0.1 0.08000000000000002 0.7000000000000001
32 81920 5.924367741371001 1 0 0.1 0.08000000000000002 0.7000000000000001
33 84480 5.833886512891237 1 0 0.1 0.08000000000000002 0.7000000000000001
34 87040 5.728385275317393 1 0 0.1 0.08000000000000002 0.7000000000000001
35 89600 5.71521153421776 1 0 0.1 0.08000000000000002 0.7000000000000001
36 92160 5.774596942825104 1 0 0.1 0.08000000000000002 0.7000000000000001
37 94720 5.806539320376418 1 0 0.1 0.08000000000000002 0.7000000000000001
38 97280 5.66844047747439 1 0 0.1 0.08000000000000002 0.7000000000000001
39 99840 5.6526068696349565 1 0 0.1 0.08000000000000002 0.7000000000000001
40 102400 5.530832142163221 1 0 0.1 0.08000000000000002 0.7000000000000001
41 104960 5.459765486530337 1 0 0.1 0.08000000000000002 0.7000000000000001
42 107520 5.424033575706946 1 0 0.1 0.08000000000000002 0.7000000000000001
