% # columns="iteration, evaluation, void, void, void, xmean", seed=676656, Thu Oct 16 01:45:45 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 2560 0 0 0 0.9505747410360923 0.4953552756496432 8.514866550700104
2 5120 0 0 0 0.9485333843887356 0.48716958998109344 8.212517555296227
3 7680 0 0 0 0.9471874040558244 0.48095032453218167 7.9720092225843615
4 10240 0 0 0 0.9491402334185984 0.47460281658207754 7.8234004065387435
5 12800 0 0 0 0.946807461735512 0.4657047254022171 7.733109061361002
6 15360 0 0 0 0.9438026368930573 0.46396652389310206 7.687257290099257
7 17920 0 0 0 0.93834586153199 0.46645771268275554 7.652581512166862
8 20480 0 0 0 0.9350309300294428 0.4653362828497072 7.622354212260683
9 23040 0 0 0 0.9320200249059045 0.4636287270817114 7.600306315996437
10 25600 0 0 0 0.9332778936347114 0.46732167331332347 7.565016724487953
11 28160 0 0 0 0.9318339961572106 0.4657829184262701 7.582346965282119
12 30720 0 0 0 0.9205582687173592 0.46480041722633264 7.590888154007598
13 33280 0 0 0 0.9117668555158148 0.4610866517784491 7.598616507606331
14 35840 0 0 0 0.8955592152677204 0.45456524526768216 7.620214911291335
15 38400 0 0 0 0.8820037175743539 0.4448775335740779 7.667821009898888
16 40960 0 0 0 0.8677584860150804 0.431449404094436 7.7330596888742775
17 43520 0 0 0 0.8561835968668257 0.41126776224850137 7.855422580536189
18 46080 0 0 0 0.8512475509005502 0.3863716266607311 7.9514964471690375
19 48640 0 0 0 0.850203313129792 0.37056741107311675 7.984411514020268
20 51200 0 0 0 0.8500977796076438 0.36225462654795354 7.988876123063374
21 53760 0 0 0 0.8501805208235412 0.3599985620200199 7.987356113528189
22 56320 0 0 0 0.8501759622474456 0.35917092320608573 7.987790807856571
23 58880 0 0 0 0.8501799194742404 0.35894296587788405 7.987637914777919
24 61440 0 0 0 0.8501824766976055 0.3590353238306205 7.987714181967435
25 64000 0 0 0 0.8501826608384072 0.35904708612725095 7.987746022122684
26 66560 0 0 0 0.8501838340651446 0.35903502070818083 7.987709045718532
27 69120 0 0 0 0.850183103165374 0.35903615511660286 7.987731611298016
28 71680 0 0 0 0.8501836457022311 0.35904261370146023 7.987725041427129
29 74240 0 0 0 0.8501835185303432 0.3590409825700499 7.9877340360628555
30 76800 0 0 0 0.8501836593279943 0.3590417326123908 7.9877296233872235
31 79360 0 0 0 0.8501836966334576 0.3590409030652487 7.987728859709383
32 81920 0 0 0 0.8501837231434751 0.35904063057623287 7.987727966767891
33 84480 0 0 0 0.8501837111597302 0.3590404723335953 7.9877282164064605
34 87040 0 0 0 0.8501837064882526 0.35904045599002676 7.987728432253534
35 89600 0 0 0 0.8501837061343859 0.359040383604839 7.987728397577725
36 92160 0 0 0 0.8501837098023295 0.35904042770111916 7.987728283210204
37 94720 0 0 0 0.850183709412435 0.35904043947696124 7.987728322314436
38 97280 0 0 0 0.8501837092749489 0.35904044162605386 7.987728330334384
39 99840 0 0 0 0.8501837093199993 0.3590404383262256 7.9877283238504875
40 102400 0 0 0 0.8501837094370167 0.35904043850213035 7.987728320474429
41 104960 0 0 0 0.8501837093708704 0.3590404391722462 7.987728321965292
42 107520 0 0 0 0.8501837094275879 0.35904043922772255 7.9877283204825815
